rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
11,top-100-forks,coding-interview-university,215698,58574,,https://github.com/jwasham/coding-interview-university,jwasham,38,2022-04-01T16:16:02Z,A complete computer science study plan to become a software engineer.
12,top-100-forks,ExData_Plotting1,219,56332,,https://github.com/rdpeng/ExData_Plotting1,rdpeng,75,2022-02-07T21:30:45Z,Plotting Assignment 1 for Exploratory Data Analysis
13,top-100-forks,opencv,60669,50799,C++,https://github.com/opencv/opencv,opencv,1992,2022-04-02T22:20:05Z,Open Source Computer Vision Library
14,top-100-forks,free-programming-books,229373,48271,,https://github.com/EbookFoundation/free-programming-books,EbookFoundation,30,2022-04-02T19:06:23Z,:books: Freely available programming books
15,top-100-forks,tutorials,30027,48040,Java,https://github.com/eugenp/tutorials,eugenp,37,2022-04-03T00:25:24Z,"Just Announced - ""Learn Spring Security OAuth"": "
16,top-100-forks,docs,9042,48029,JavaScript,https://github.com/github/docs,github,104,2022-04-03T01:27:10Z,The open-source repo for docs.github.com
17,top-100-forks,CS-Notes,148777,47325,,https://github.com/CyC2018/CS-Notes,CyC2018,104,2022-03-30T23:00:18Z,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
18,top-100-forks,models,73194,45686,Python,https://github.com/tensorflow/models,tensorflow,1152,2022-04-02T19:58:50Z,Models and examples built with TensorFlow
19,top-100-forks,Python-100-Days,116619,45040,Python,https://github.com/jackfrued/Python-100-Days,jackfrued,455,2022-03-31T15:58:19Z,Python - 100天从新手到大师
20,top-100-forks,first-contributions,22705,43781,,https://github.com/firstcontributions/first-contributions,firstcontributions,68,2022-04-03T02:45:19Z,🚀✨ Help beginners to contribute to open source projects
21,top-100-forks,linux,129675,42306,C,https://github.com/torvalds/linux,torvalds,0,2022-04-02T19:59:55Z,Linux kernel source tree
22,top-100-forks,JavaGuide,119650,40737,Java,https://github.com/Snailclimb/JavaGuide,Snailclimb,69,2022-04-02T04:44:15Z,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
23,top-100-forks,react,185701,38081,JavaScript,https://github.com/facebook/react,facebook,677,2022-04-03T01:41:49Z,"A declarative, efficient, and flexible JavaScript library for building user interfaces."
24,top-100-forks,RepData_PeerAssessment1,91,36857,,https://github.com/rdpeng/RepData_PeerAssessment1,rdpeng,6,2022-03-16T16:22:23Z,Peer Assessment 1 for Reproducible Research
25,top-100-forks,spring-boot,60422,36069,Java,https://github.com/spring-projects/spring-boot,spring-projects,543,2022-04-02T14:19:16Z,Spring Boot
26,top-100-forks,patchwork,1027,35991,Rich Text Format,https://github.com/jlord/patchwork,jlord,18,2022-04-03T01:49:51Z,All the Git-it Workshop completers! 
27,top-100-forks,Python,133926,35108,Python,https://github.com/TheAlgorithms/Python,TheAlgorithms,23,2022-04-01T20:07:27Z,All Algorithms implemented in Python
28,top-100-forks,jekyll-now,7692,33535,CSS,https://github.com/barryclark/jekyll-now,barryclark,137,2022-03-31T16:57:30Z,"Build a Jekyll blog in minutes, without touching the command line."
29,top-100-forks,ant-design,79135,33281,TypeScript,https://github.com/ant-design/ant-design,ant-design,762,2022-04-03T01:20:42Z,An enterprise-class UI design language and React UI library
30,top-100-forks,spring-framework,46981,33246,Java,https://github.com/spring-projects/spring-framework,spring-projects,1126,2022-04-01T17:25:23Z,Spring Framework
31,top-100-forks,bitcoin,62978,32016,C++,https://github.com/bitcoin/bitcoin,bitcoin,600,2022-04-03T01:44:23Z,Bitcoin Core integration/staging tree
32,top-100-forks,kubernetes,87058,31976,Go,https://github.com/kubernetes/kubernetes,kubernetes,1623,2022-04-03T02:40:59Z,Production-Grade Container Scheduling and Management
33,top-100-forks,vue,194655,31831,JavaScript,https://github.com/vuejs/vue,vuejs,328,2022-04-01T13:28:57Z,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web."
34,top-100-forks,system-design-primer,170002,31430,Python,https://github.com/donnemartin/system-design-primer,donnemartin,151,2022-03-30T22:02:33Z,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.
35,top-100-forks,courses,3873,31421,HTML,https://github.com/DataScienceSpecialization/courses,DataScienceSpecialization,26,2021-03-30T06:51:57Z,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1
36,top-100-forks,three.js,80671,31216,JavaScript,https://github.com/mrdoob/three.js,mrdoob,338,2022-04-02T19:34:35Z,JavaScript 3D Library.
37,top-100-forks,You-Dont-Know-JS,151495,30030,,https://github.com/getify/You-Dont-Know-JS,getify,82,2022-03-23T11:00:22Z,A book series on JavaScript. @YDKJS on twitter.
38,top-100-forks,angular.js,59514,28365,JavaScript,https://github.com/angular/angular.js,angular,391,2022-03-24T19:28:06Z,AngularJS - HTML enhanced for web apps!
39,top-100-forks,freeCodeCamp,343361,28359,JavaScript,https://github.com/freeCodeCamp/freeCodeCamp,freeCodeCamp,121,2022-04-03T00:20:06Z,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.
40,top-100-forks,developer-roadmap,190446,27428,TypeScript,https://github.com/kamranahmedse/developer-roadmap,kamranahmedse,102,2022-03-31T21:33:27Z,Roadmap to becoming a developer in 2022
41,top-100-forks,vue-element-admin,75166,27403,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1064,2022-03-31T05:11:14Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
42,top-100-forks,DO180-apps,167,27128,JavaScript,https://github.com/RedHatTraining/DO180-apps,RedHatTraining,0,2022-03-31T14:39:46Z,DO180 Repository for Sample Applications
43,top-100-forks,DefinitelyTyped,38390,26961,TypeScript,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,559,2022-04-03T00:48:57Z,The repository for high quality TypeScript type definitions.
44,top-100-forks,django,63207,26851,Python,https://github.com/django/django,django,0,2022-04-01T19:28:54Z,The Web framework for perfectionists with deadlines.
45,top-100-forks,material-ui,77130,26652,JavaScript,https://github.com/mui/material-ui,mui,979,2022-04-03T02:40:00Z,"MUI Core (formerly Material-UI) is the React UI library you always wanted. Follow your own design system, or start with Material Design."
46,top-100-forks,free-programming-books-zh_CN,90133,25687,,https://github.com/justjavac/free-programming-books-zh_CN,justjavac,0,2022-03-22T14:03:30Z,:books: 免费的计算机编程类中文书籍，欢迎投稿
47,top-100-forks,spark,32462,25427,Scala,https://github.com/apache/spark,apache,0,2022-04-03T02:41:35Z,Apache Spark - A unified analytics engine for large-scale data processing
48,top-100-forks,qmk_firmware,11961,25375,C,https://github.com/qmk/qmk_firmware,qmk,476,2022-04-03T02:03:11Z,Open-source keyboard firmware for Atmel AVR and Arm USB families
49,top-100-forks,dubbo,37038,24846,Java,https://github.com/apache/dubbo,apache,341,2022-04-03T01:00:02Z,"Apache Dubbo is a high-performance, java based, open source RPC framework."
50,top-100-forks,it-cert-automation-practice,478,24952,Python,https://github.com/google/it-cert-automation-practice,google,44,2022-04-03T02:49:08Z,Google IT Automation with Python Professional Certificate - Practice files
51,top-100-forks,mall,57120,24339,Java,https://github.com/macrozheng/mall,macrozheng,23,2022-04-01T12:09:02Z,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
52,top-100-forks,create-react-app,94288,24254,JavaScript,https://github.com/facebook/create-react-app,facebook,1253,2022-04-02T07:13:59Z,Set up a modern web app by running one command.
53,top-100-forks,AspNetCore.Docs,10286,24008,C#,https://github.com/dotnet/AspNetCore.Docs,dotnet,529,2022-04-02T13:34:50Z,Documentation for ASP.NET Core
54,top-100-forks,ohmyzsh,143038,23893,Shell,https://github.com/ohmyzsh/ohmyzsh,ohmyzsh,179,2022-04-01T13:26:24Z,"🙃   A delightful community-driven (with 2,000+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool so that makes it easy to keep up with the latest updates from the community."
55,top-100-forks,awesome,195671,23231,,https://github.com/sindresorhus/awesome,sindresorhus,21,2022-04-01T06:34:13Z,😎 Awesome lists about all kinds of interesting topics
56,top-100-forks,git,41591,23233,C,https://github.com/git/git,git,0,2022-04-01T20:36:20Z,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.
57,top-100-forks,node,86639,23201,JavaScript,https://github.com/nodejs/node,nodejs,1343,2022-04-03T00:24:22Z,Node.js JavaScript runtime :sparkles::turtle::rocket::sparkles:
58,top-100-forks,javascript,121467,23195,JavaScript,https://github.com/airbnb/javascript,airbnb,87,2022-03-31T21:00:15Z,JavaScript Style Guide
59,top-100-forks,java-design-patterns,74113,23086,Java,https://github.com/iluwatar/java-design-patterns,iluwatar,221,2022-03-31T20:52:18Z,Design patterns implemented in Java
60,top-100-forks,d3,100831,23035,JavaScript,https://github.com/d3/d3,d3,3,2022-04-02T22:25:18Z,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:"
1,ActionScript,open-source-flash,7391,138,ActionScript,https://github.com/open-source-flash/open-source-flash,open-source-flash,26,2021-02-24T08:44:01Z,Petition to open source Flash and Shockwave spec
2,ActionScript,VVVVVV,6386,514,ActionScript,https://github.com/TerryCavanagh/VVVVVV,TerryCavanagh,13,2022-03-31T18:14:33Z,The source code to VVVVVV! http://thelettervsixtim.es/
3,ActionScript,Starling-Framework,2457,840,ActionScript,https://github.com/Gamua/Starling-Framework,Gamua,70,2022-01-28T16:13:37Z,The Cross Platform Game Engine
4,ActionScript,webcamjs,2382,1091,ActionScript,https://github.com/jhuckaby/webcamjs,jhuckaby,147,2020-04-22T07:50:12Z,HTML5 Webcam Image Capture Library with Flash Fallback
5,ActionScript,as3corelib,1483,465,ActionScript,https://github.com/mikechambers/as3corelib,mikechambers,104,2015-08-31T21:13:33Z," An ActionScript 3 Library that contains a number of classes and utilities for working with ActionScript? 3. These include classes for MD5 and SHA 1 hashing, Image encoders, and JSON serialization as well as general String, Number and Date APIs."
6,ActionScript,scratch-flash,1320,525,ActionScript,https://github.com/LLK/scratch-flash,LLK,0,2019-02-05T18:30:34Z,Open source version of the Scratch 2.0 project editor.  This is the basis for the online and offline versions of Scratch found on the website.
7,ActionScript,mapgen2,1232,207,ActionScript,https://github.com/amitp/mapgen2,amitp,1,2017-08-24T04:32:19Z,"Map generator for games. Generates island maps with a focus on mountains, rivers, coastlines."
8,ActionScript,flixel,1111,200,ActionScript,https://github.com/AdamAtomic/flixel,AdamAtomic,66,2015-11-05T01:35:36Z,"flixel is a free Actionscript (Flash) library that I distilled from a variety of Flash games that I've worked on over the last couple years, including Gravity Hook, Fathom and Canabalt.  It's primary function is to provide some useful base classes that you can extend to make your own game objects."
9,ActionScript,as3-signals,1054,210,ActionScript,https://github.com/robertpenner/as3-signals,robertpenner,4,2018-10-11T10:29:32Z,"Signals is a new approach for AS3 events, inspired by C# events and signals/slots in Qt. "
10,ActionScript,robotlegs-framework,967,268,ActionScript,https://github.com/robotlegs/robotlegs-framework,robotlegs,13,2020-06-16T09:09:56Z,An ActionScript 3 application framework for Flash and Flex
11,ActionScript,feathersui-starling,922,396,ActionScript,https://github.com/feathersui/feathersui-starling,feathersui,168,2022-03-31T15:35:28Z,User interface components for Starling Framework and Adobe AIR
12,ActionScript,bfxr,850,83,ActionScript,https://github.com/increpare/bfxr,increpare,9,2021-06-17T15:56:58Z,Flash + AIR sound effects generator.   Based on Sfxr.
13,ActionScript,flashls,760,274,ActionScript,https://github.com/mangui/flashls,mangui,168,2018-11-19T15:02:08Z,"HLS Flash Plugin/Player (Chromeless,OSMF,FlowPlayer,mediaelement.js,video.js,Clappr)"
14,ActionScript,malware-samples,663,174,ActionScript,https://github.com/InQuest/malware-samples,InQuest,0,2021-08-23T21:48:41Z,"A collection of malware samples and relevant dissection information, most probably referenced from http://blog.inquest.net"
15,ActionScript,away3d-core-fp11,642,286,ActionScript,https://github.com/away3d/away3d-core-fp11,away3d,101,2017-05-11T02:34:54Z,Away3D engine for Flash Player 11
16,ActionScript,minimalcomps,626,180,ActionScript,https://github.com/minimalcomps/minimalcomps,minimalcomps,12,2021-06-05T02:06:39Z,Minimal ActionScript 3.0 UI Components for Flash
17,ActionScript,juicy-breakout,594,121,ActionScript,https://github.com/grapefrukt/juicy-breakout,grapefrukt,0,2017-03-24T07:51:44Z,
18,ActionScript,Citrus-Engine,546,246,ActionScript,https://github.com/DaVikingCode/Citrus-Engine,DaVikingCode,64,2018-08-20T12:13:13Z,Modern AS3 Game Engine
19,ActionScript,Fanvas,534,195,ActionScript,https://github.com/Tencent/Fanvas,Tencent,0,2019-10-24T03:48:59Z,Fanvas，一键把swf转为html5 canvas动画。 Fanvas is a tool which can turn flash into canvas animation with just one key!
20,ActionScript,as3swf,524,129,ActionScript,https://github.com/claus/as3swf,claus,13,2018-02-21T01:19:53Z,"Low level Actionscript 3 library to parse, create, modify and publish SWF files."
21,ActionScript,emulator,521,239,ActionScript,https://github.com/nesbox/emulator,nesbox,89,2015-08-02T12:15:51Z,"Emulator of NES, Super Nintendo, Sega Mega Drive, GameBoy video consoles"
22,ActionScript,jQuery-webcam,520,285,ActionScript,https://github.com/infusion/jQuery-webcam,infusion,34,2017-10-26T18:02:48Z,A webcam wrapper plugin for jQuery
23,ActionScript,boscaceoil,458,61,ActionScript,https://github.com/TerryCavanagh/boscaceoil,TerryCavanagh,42,2021-08-29T14:38:11Z,A simple music making program
24,ActionScript,Ash,442,95,ActionScript,https://github.com/richardlord/Ash,richardlord,5,2017-04-16T17:52:51Z,An Actionscript 3 entity system framework for game development
25,ActionScript,GreenSock-AS3,403,146,ActionScript,https://github.com/greensock/GreenSock-AS3,greensock,3,2019-05-29T16:49:47Z,"Public repository for GreenSock's ActionScript 3 libraries like GSAP (TweenLite, TweenMax, etc.) and LoaderMax. For AS2, see the GreenSock-AS2 repository and for JavaScript, see the GreenSock-JS repository. Main site: http://www.greensock.com"
26,ActionScript,VirtualCockroach,388,36,ActionScript,https://github.com/FerryYoungFan/VirtualCockroach,FerryYoungFan,21,2019-09-24T09:47:41Z,"一只蟑螂桌面“宠物” Cockroach Desktop ""Pet"""
27,ActionScript,flump,382,70,ActionScript,https://github.com/tconkling/flump,tconkling,34,2020-01-27T18:53:00Z,Exports Flash .FLAs to GPU-friendly formats
28,ActionScript,FlashPunk,379,139,ActionScript,https://github.com/useflashpunk/FlashPunk,useflashpunk,61,2016-03-31T05:56:47Z,"A free ActionScript 3 library designed for developing 2D Flash games. It provides you with a fast, clean framework to prototype and develop your games in. This means that most of the dirty work (timestep, animation, input, and collision to name a few) is already coded for you and ready to go, giving you more time and energy to concentrate on the design and testing of your game. "
