rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
73,top-100-stars,realworld,76732,7091,TypeScript,https://github.com/gothinkster/realworld,gothinkster,53,2023-11-06T16:46:19Z,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more"
74,top-100-stars,models,76170,46206,Jupyter Notebook,https://github.com/tensorflow/models,tensorflow,1045,2023-11-06T19:33:26Z,Models and examples built with TensorFlow
75,top-100-stars,free-for-dev,76105,8293,HTML,https://github.com/ripienaar/free-for-dev,ripienaar,0,2023-11-07T20:36:28Z,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev"
76,top-100-stars,laravel,75148,24105,PHP,https://github.com/laravel/laravel,laravel,0,2023-11-06T23:36:22Z,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things."
77,top-100-stars,LeetCodeAnimation,74212,13996,Java,https://github.com/MisterBooo/LeetCodeAnimation,MisterBooo,17,2023-08-14T12:14:01Z,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）
78,top-100-stars,django,73893,30361,Python,https://github.com/django/django,django,0,2023-11-07T17:31:21Z,The Web framework for perfectionists with deadlines.
79,top-100-stars,frp,73528,12141,Go,https://github.com/fatedier/frp,fatedier,82,2023-11-06T02:51:48Z,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.
80,top-100-stars,svelte,73430,4085,JavaScript,https://github.com/sveltejs/svelte,sveltejs,838,2023-11-07T20:54:34Z,Cybernetically enhanced web apps
81,top-100-stars,tailwindcss,73359,3841,HTML,https://github.com/tailwindlabs/tailwindcss,tailwindlabs,6,2023-11-07T13:42:56Z,A utility-first CSS framework for rapid UI development.
82,top-100-stars,every-programmer-should-know,73321,7019,,https://github.com/mtdvio/every-programmer-should-know,mtdvio,24,2023-09-16T16:21:27Z,A collection of (mostly) technical things every software developer should know about
83,top-100-stars,FiraCode,73083,3051,Clojure,https://github.com/tonsky/FiraCode,tonsky,365,2023-06-19T17:28:31Z,Free monospaced font with programming ligatures
84,top-100-stars,Font-Awesome,72400,12445,JavaScript,https://github.com/FortAwesome/Font-Awesome,FortAwesome,5419,2023-10-23T18:55:12Z,"The iconic SVG, font, and CSS toolkit"
85,top-100-stars,gin,72389,7750,Go,https://github.com/gin-gonic/gin,gin-gonic,559,2023-11-06T22:40:15Z,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin."
86,top-100-stars,pytorch,72340,19900,Python,https://github.com/pytorch/pytorch,pytorch,12281,2023-11-08T02:56:01Z,Tensors and Dynamic neural networks in Python with strong GPU acceleration
87,top-100-stars,advanced-java,72213,18698,Java,https://github.com/doocs/advanced-java,doocs,3,2023-10-13T12:09:45Z,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识
88,top-100-stars,opencv,72160,55700,C++,https://github.com/opencv/opencv,opencv,2390,2023-11-08T02:43:00Z,Open Source Computer Vision Library
89,top-100-stars,bitcoin,72046,35924,C++,https://github.com/bitcoin/bitcoin,bitcoin,345,2023-11-07T23:33:17Z,Bitcoin Core integration/staging tree
90,top-100-stars,mall,71401,27783,Java,https://github.com/macrozheng/mall,macrozheng,26,2023-11-06T06:30:06Z,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
91,top-100-stars,nvm,71336,7545,Shell,https://github.com/nvm-sh/nvm,nvm-sh,340,2023-11-03T22:51:35Z,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions
92,top-100-stars,Awesome-Hacking,70887,8711,,https://github.com/Hack-with-Github/Awesome-Hacking,Hack-with-Github,0,2023-10-24T15:58:01Z,"A collection of various awesome lists for hackers, pentesters and security researchers"
93,top-100-stars,neovim,70702,4965,Vim Script,https://github.com/neovim/neovim,neovim,1393,2023-11-08T01:53:55Z,Vim-fork focused on extensibility and usability
94,top-100-stars,iptv,70159,937,JavaScript,https://github.com/iptv-org/iptv,iptv-org,0,2023-11-08T00:08:11Z,Collection of publicly available IPTV channels from all over the world
95,top-100-stars,tauri,70054,2055,Rust,https://github.com/tauri-apps/tauri,tauri-apps,575,2023-11-08T02:16:08Z,"Build smaller, faster, and more secure desktop applications with a web frontend."
96,top-100-stars,spring-boot,70000,39621,Java,https://github.com/spring-projects/spring-boot,spring-projects,562,2023-11-08T02:44:59Z,Spring Boot
97,top-100-stars,awesome-vue,69814,9466,,https://github.com/vuejs/awesome-vue,vuejs,30,2023-11-06T17:05:07Z,🎉 A curated list of awesome things related to Vue.js
98,top-100-stars,hugo,69709,7415,Go,https://github.com/gohugoio/hugo,gohugoio,602,2023-11-07T08:56:34Z,The world’s fastest framework for building websites.
99,top-100-stars,json-server,69191,6837,JavaScript,https://github.com/typicode/json-server,typicode,577,2023-10-27T20:42:36Z,Get a full fake REST API with zero coding in less than 30 seconds (seriously)
100,top-100-stars,app-ideas,67954,8714,,https://github.com/florinpop17/app-ideas,florinpop17,100,2023-11-07T01:56:37Z,A Collection of application ideas which can be used to improve your coding skills.
1,top-100-forks,datasharing,6398,243436,,https://github.com/jtleek/datasharing,jtleek,302,2023-10-20T17:36:46Z,The Leek group guide to data sharing 
2,top-100-forks,ProgrammingAssignment2,805,142920,R,https://github.com/rdpeng/ProgrammingAssignment2,rdpeng,193,2023-11-06T15:32:19Z,Repository for Programming Assignment 2 for R Programming on Coursera
3,top-100-forks,Spoon-Knife,11911,139719,HTML,https://github.com/octocat/Spoon-Knife,octocat,1785,2023-11-07T23:54:18Z,This repo is for demonstration purposes only.
4,top-100-forks,SmartThingsPublic,2510,90857,Groovy,https://github.com/SmartThingsCommunity/SmartThingsPublic,SmartThingsCommunity,63,2023-07-18T18:42:27Z,SmartThings open-source DeviceType Handlers and SmartApps code
5,top-100-forks,tensorflow,178634,89106,C++,https://github.com/tensorflow/tensorflow,tensorflow,1922,2023-11-08T02:54:40Z,An Open Source Machine Learning Framework for Everyone
6,top-100-forks,gitignore,152832,83969,,https://github.com/github/gitignore,github,0,2023-11-06T23:12:23Z,A collection of useful .gitignore templates
7,top-100-forks,Complete-Python-3-Bootcamp,25150,81554,Jupyter Notebook,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp,Pierian-Data,119,2023-10-30T13:11:49Z,Course Files for Complete Python 3 Bootcamp Course on Udemy
8,top-100-forks,bootstrap,165796,79021,JavaScript,https://github.com/twbs/bootstrap,twbs,367,2023-11-07T12:52:28Z,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web."
9,top-100-forks,cgm-remote-monitor,2212,70558,JavaScript,https://github.com/nightscout/cgm-remote-monitor,nightscout,184,2023-11-06T13:17:57Z,nightscout web monitor
10,top-100-forks,coding-interview-university,270720,70407,,https://github.com/jwasham/coding-interview-university,jwasham,44,2023-11-04T13:38:08Z,A complete computer science study plan to become a software engineer.
11,top-100-forks,first-contributions,38837,67780,,https://github.com/firstcontributions/first-contributions,firstcontributions,47,2023-11-08T02:29:51Z,🚀✨ Help beginners to contribute to open source projects
12,top-100-forks,docs,14867,62007,JavaScript,https://github.com/github/docs,github,41,2023-11-08T02:59:47Z,The open-source repo for docs.github.com
13,top-100-forks,free-programming-books,302798,58481,,https://github.com/EbookFoundation/free-programming-books,EbookFoundation,44,2023-11-07T12:17:08Z,:books: Freely available programming books
14,top-100-forks,ExData_Plotting1,247,56558,,https://github.com/rdpeng/ExData_Plotting1,rdpeng,76,2023-10-30T01:50:53Z,Plotting Assignment 1 for Exploratory Data Analysis
15,top-100-forks,opencv,72160,55700,C++,https://github.com/opencv/opencv,opencv,2390,2023-11-08T02:43:00Z,Open Source Computer Vision Library
16,top-100-forks,tutorials,35097,54097,Java,https://github.com/eugenp/tutorials,eugenp,10,2023-11-07T22:27:59Z,"Just Announced - ""Learn Spring Security OAuth"": "
17,top-100-forks,css-exercises,1259,51561,HTML,https://github.com/TheOdinProject/css-exercises,TheOdinProject,7,2023-11-08T01:32:13Z,
18,top-100-forks,linux,160397,50953,C,https://github.com/torvalds/linux,torvalds,0,2023-11-08T01:27:37Z,Linux kernel source tree
19,top-100-forks,CS-Notes,168106,50637,,https://github.com/CyC2018/CS-Notes,CyC2018,127,2023-11-07T03:17:56Z,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计
20,top-100-forks,Python-100-Days,141938,50186,Python,https://github.com/jackfrued/Python-100-Days,jackfrued,509,2023-11-06T02:21:28Z,Python - 100天从新手到大师
21,top-100-forks,models,76170,46206,Jupyter Notebook,https://github.com/tensorflow/models,tensorflow,1045,2023-11-06T19:33:26Z,Models and examples built with TensorFlow
22,top-100-forks,react,215012,45317,JavaScript,https://github.com/facebook/react,facebook,1095,2023-11-08T00:50:37Z,The library for web and native user interfaces.
23,top-100-forks,JavaGuide,138450,45019,Java,https://github.com/Snailclimb/JavaGuide,Snailclimb,53,2023-11-07T14:49:22Z,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！
24,top-100-forks,ChatGPT-Next-Web,47996,43952,TypeScript,https://github.com/Yidadaa/ChatGPT-Next-Web,Yidadaa,36,2023-11-08T01:39:57Z,A well-designed cross-platform ChatGPT UI (Web / PWA / Linux / Win / MacOS). 一键拥有你自己的跨平台 ChatGPT 应用。
25,top-100-forks,Python,172411,43251,Python,https://github.com/TheAlgorithms/Python,TheAlgorithms,25,2023-11-07T21:56:24Z,All Algorithms implemented in Python
26,top-100-forks,DO180-apps,266,43035,JavaScript,https://github.com/RedHatTraining/DO180-apps,RedHatTraining,0,2023-11-06T15:46:27Z,DO180 Repository for Sample Applications
27,top-100-forks,ant-design,88168,42671,TypeScript,https://github.com/ant-design/ant-design,ant-design,927,2023-11-08T02:46:30Z,An enterprise-class UI design language and React UI library
28,top-100-forks,it-cert-automation-practice,750,41927,Python,https://github.com/google/it-cert-automation-practice,google,89,2023-11-08T02:39:30Z,Google IT Automation with Python Professional Certificate - Practice files
29,top-100-forks,system-design-primer,234560,41085,Python,https://github.com/donnemartin/system-design-primer,donnemartin,186,2023-11-07T05:05:12Z,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.
30,top-100-forks,patchwork,1098,40090,Rich Text Format,https://github.com/jlord/patchwork,jlord,25,2023-11-08T00:36:49Z,All the Git-it Workshop completers! 
31,top-100-forks,spring-boot,70000,39621,Java,https://github.com/spring-projects/spring-boot,spring-projects,562,2023-11-08T02:44:59Z,Spring Boot
32,top-100-forks,kubernetes,102766,38250,Go,https://github.com/kubernetes/kubernetes,kubernetes,1919,2023-11-08T02:01:34Z,Production-Grade Container Scheduling and Management
33,top-100-forks,spring-framework,53540,37112,Java,https://github.com/spring-projects/spring-framework,spring-projects,682,2023-11-08T00:27:57Z,Spring Framework
34,top-100-forks,RepData_PeerAssessment1,97,37040,,https://github.com/rdpeng/RepData_PeerAssessment1,rdpeng,6,2023-10-23T18:31:33Z,Peer Assessment 1 for Reproducible Research
35,top-100-forks,AutoGPT,152601,36113,JavaScript,https://github.com/Significant-Gravitas/AutoGPT,Significant-Gravitas,121,2023-11-08T02:38:25Z,An experimental open-source attempt to make GPT-4 fully autonomous.
36,top-100-forks,bitcoin,72046,35924,C++,https://github.com/bitcoin/bitcoin,bitcoin,345,2023-11-07T23:33:17Z,Bitcoin Core integration/staging tree
37,top-100-forks,developer-roadmap,256904,35412,TypeScript,https://github.com/kamranahmedse/developer-roadmap,kamranahmedse,596,2023-11-07T19:32:57Z,"Interactive roadmaps, guides and other educational content to help developers grow in their careers."
38,top-100-forks,jekyll-now,8071,35318,CSS,https://github.com/barryclark/jekyll-now,barryclark,146,2023-11-08T02:25:50Z,"Build a Jekyll blog in minutes, without touching the command line."
39,top-100-forks,JavaScript30,25501,35242,HTML,https://github.com/wesbos/JavaScript30,wesbos,0,2023-10-28T19:55:03Z,30 Day Vanilla JS Challenge
40,top-100-forks,three.js,95458,35116,JavaScript,https://github.com/mrdoob/three.js,mrdoob,387,2023-11-08T02:04:28Z,JavaScript 3D Library.
41,top-100-forks,freeCodeCamp,377728,34742,TypeScript,https://github.com/freeCodeCamp/freeCodeCamp,freeCodeCamp,207,2023-11-08T02:44:31Z,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.
42,top-100-forks,vue,205673,34499,TypeScript,https://github.com/vuejs/vue,vuejs,382,2023-11-07T17:47:08Z,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core"
43,top-100-forks,qmk_firmware,16105,34339,C,https://github.com/qmk/qmk_firmware,qmk,284,2023-11-08T02:19:36Z,Open-source keyboard firmware for Atmel AVR and Arm USB families
44,top-100-forks,academicpages.github.io,9086,33976,JavaScript,https://github.com/academicpages/academicpages.github.io,academicpages,179,2023-11-08T01:59:38Z,"Github Pages template for academic personal websites, forked from mmistakes/minimal-mistakes"
45,top-100-forks,You-Dont-Know-JS,172752,33215,,https://github.com/getify/You-Dont-Know-JS,getify,82,2023-10-20T17:58:04Z,A book series on JavaScript. @YDKJS on twitter.
46,top-100-forks,courses,3989,31500,HTML,https://github.com/DataScienceSpecialization/courses,DataScienceSpecialization,26,2021-03-30T06:51:57Z,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1
47,top-100-forks,material-ui,89473,30592,TypeScript,https://github.com/mui/material-ui,mui,1471,2023-11-07T22:42:34Z,"MUI Core: Ready-to-use foundational React components, free forever. It includes Material UI, which implements Google's Material Design."
48,top-100-forks,django,73893,30361,Python,https://github.com/django/django,django,0,2023-11-07T17:31:21Z,The Web framework for perfectionists with deadlines.
49,top-100-forks,vue-element-admin,84459,30272,Vue,https://github.com/PanJiaChen/vue-element-admin,PanJiaChen,1206,2023-09-30T16:26:07Z,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin
50,top-100-forks,public-apis,267778,30149,Python,https://github.com/public-apis/public-apis,public-apis,2,2023-11-05T05:47:47Z,A collective list of free APIs
51,top-100-forks,DefinitelyTyped,45688,29634,TypeScript,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,711,2023-11-08T02:18:01Z,The repository for high quality TypeScript type definitions.
